"Nom / Raison sociale","Commune","Code postal","Paiements directs aux agriculteurs (Feaga)","Autres paiements Feaga","Paiements Feader (hors pr�ts bonifi�s)","Paiements pr�ts bonifi�s (Feader)","Montant total"
"LIGUE FRANCAISE PROTECTION OISEAUX - LPO","ROCHEFORT",17300,0,0,111268.97,0,111268.97
"MIDATEST","LABASTIDE CASTEL AMOUROUX",47250,109034.08,0,0,0,109034.08
"SARL AGRIGESAINT FRANCE","MONCRABEAU",47600,110400.44,0,0,0,110400.44
"SARL DUFOUR NEGOCE","DIOU",3290,100754.31,0,10361.67,0,111115.98
"SARL FRANCIS DEMAREST","QUOEUX HAUT MAINIL",62390,109799.06,0,0,0,109799.06
"SARL SERBOIS","SERRES",5700,0,0,111200,0,111200
"SCA DE NEUILLY VILLIERS","LIMOGES FOURCHES",77550,109057.13,0,0,0,109057.13
"SCA DE TOUTVENT","VINEUIL",36110,101162.19,0,7600,0,108762.19
"SCA INTERCOMMUNALE DU PONT DU GARD","VERS PONT DU GARD",30210,0,108907.97,0,0,108907.97
"SCA LA FORET","MOSNAC",17240,106265.29,3704.59,0,0,109969.88
"SCA LES FRUITS DU BERRY","AIX D ANGILLON",18220,0,110025.14,0,0,110025.14
"SCA VIVEA","SAINT PIERRE",97410,0,0,109624.87,0,109624.87
"SCEA AUBERT GANDON","MONCEAU LE WAAST",2840,109154.55,0,0,0,109154.55
"SCEA BELLOIS","MARVILLE MOUTIERS BRULE",28500,109472.78,0,0,0,109472.78
"SCEA BOURNEUF","TUFFE",72160,104904.28,0,5085.44,390.18,110379.9
"SCEA CEPY","SISSY",2240,110447.46,0,0,0,110447.46
"SCEA COUSIN","SAINT JUSAINT EN CHAUSSEE",60130,109412.62,0,0,0,109412.62
"SCEA D'AUBILLY","AVORD",18520,110612.77,0,0,0,110612.77
"SCEA DE BLANCONNE","REBIGUE",31320,109630.24,0,0,0,109630.24
"SCEA DE BONNEMAISON","PONT SAINT MARD",2380,111447.35,0,0,0,111447.35
"SCEA DE BOURGOGNE","CHAGNY",71150,111151.41,0,0,0,111151.41
"SCEA DE CHEZ MAUPOINT","CIVAUX",86320,108924.78,0,563.5,0,109488.28
"SCEA DE CLAIRFAYE","CURLU",80360,51289.59,60000,0,0,111289.59
"SCEA DE COQ","DARVAULT",77140,110856.02,0,0,0,110856.02
"SCEA DE JAULIN","BRETAGNE D ARMAGNAC",32800,18408.6,89187.39,2977.05,62.42,110635.46
"SCEA DE LA CHAPELLE","MONTIVILLIERS",76290,108600.77,0,0,0,108600.77
"SCEA DE LA FERME D EN BAS","ATTAINVILLE",95570,108712.08,0,0,0,108712.08
"SCEA DE LA FERME DE MONTIERS","MONTIERS",60190,108520.41,0,0,0,108520.41
"SCEA DE LA HETRAIE","SAINT MARTIN LE GAILLARD",76260,110238.54,0,0,0,110238.54
"SCEA DE LA NEAU VINCENT","COUPETZ",51240,110310.05,0,0,0,110310.05
"SCEA DE LA QUARELLE","PILLON",55230,110543.45,0,0,0,110543.45
"SCEA DE L'ESTOILE","RECLAINVILLE",28150,110956.21,0,0,0,110956.21
"SCEA DE L'ETANG","MORLAC",18170,108241.36,0,2820.25,0,111061.61
"SCEA DE MOULAINCOURT","ABONDANT",28410,110329.16,0,0,0,110329.16
"SCEA DE NOTRE DAME D'AMOUR","ARLES",13200,111124.83,0,0,0,111124.83
"SCEA DE PONT BORDAT","GIROUX",36150,108677.94,0,0,0,108677.94
"SCEA DE RASGNON","CHAUMOUX MARCILLY",18140,102268.11,0,7600,0,109868.11
"SCEA DE RECHIGNON","RIANS",18220,90787.49,0,20000,0,110787.49
"SCEA DE SAINT RIEUL","TRUMILLY",60800,109447.24,0,0,0,109447.24
"SCEA DE VARENCEY","LAFERTE SUR AUBE",52120,100911.66,0,7600,0,108511.66
"SCEA DES CARROUGES","GAYE",51120,109197.51,0,0,0,109197.51
"SCEA DES CAZES","JUNIVILLE",8310,104240.61,0,5958.23,0,110198.84
"SCEA DES CHAUMES","CHATEAUNEUF VAL DE BARGIS",58350,101694.56,0,7600,0,109294.56
"SCEA DES ETANGS","CHARBUY",89113,88916.81,13471.2,7293.44,0,109681.45
"SCEA DES GENIVAUX","SAINT MARCEL",54800,111062.08,0,0,0,111062.08
"SCEA DES QUATRE CHEMINS","CHAUSSEE SUR MARNE",51240,109651.04,0,0,0,109651.04
"SCEA DES ROCHETTES","SAINT BONNET DE BELLAC",87300,100585.8,0,9542.92,0,110128.72
"SCEA DES TEMPLIERS","ISLAND",89200,99296.78,0,10273.33,0,109570.11
"SCEA DOCHY","BRAUX SAINT COHIERE",51800,111069.44,0,0,0,111069.44
"SCEA DOMAINE DE LA PERCHE","CHABRIGNAC",19350,109115.36,0,0,0,109115.36
"SCEA DRAPIER","VILLE AUX BOIS LES DIZY",2340,108750.82,0,0,0,108750.82
"SCEA DU BERSAT","VOISINES",89260,111302.92,0,0,0,111302.92
"SCEA DU CHAMPET","SAINT PIERRE LA NOAILLE",42190,99340.48,0,9788.54,0,109129.02
"SCEA DU CRAPOUILLOT","FARBUS",62580,109569.13,0,0,0,109569.13
"SCEA DU DOMAINE DE PUISELEAU","CHAPELLE MOUTILS",77320,95584.92,0,12940.8,0,108525.72
"SCEA DU GRAND ROSIERES","LUNERY",18400,101455.53,0,7577.6,0,109033.13
"SCEA DU MAINE","VILLETOUREIX",24600,100526.83,0,8528.61,0,109055.44
"SCEA DU MAS SAINT GABRIEL","MARSILLARGUES",34590,109722.97,0,0,0,109722.97
"SCEA DU MOULIN","ROUPY",2590,110791.35,0,0,0,110791.35
"SCEA DU NOYER","AUGER SAINT VINCENT",60800,111229.1,0,0,0,111229.1
"SCEA DU VERNAY","IMPHY",58160,107120.75,0,3062.49,0,110183.24
"SCEA DU VIROIR","MONTHOU SUR CHER",41400,110293.1,0,0,0,110293.1
"SCEA DUCROCQ","GORENFLOS",80690,103793.79,0,7112.25,0,110906.04
"SCEA FERME DES HAUTS BUISSONS","ROMILLY SUR SEINE",10100,110788.71,0,0,0,110788.71
"SCEA FERME DU PETIT MOULIN","FERE EN TARDENOIS",2130,109564.58,0,0,0,109564.58
"SCEA FONTENEIL","VEZ",60117,110828.14,0,0,0,110828.14
"SCEA GATINOIS","LIRY",8400,109217.32,0,0,0,109217.32
"SCEA GERARD-PESTRE","ECRIENNES",51300,111433.02,0,0,0,111433.02
"SCEA GUYARD","THURY",89520,81599.19,0,29185.9,0,110785.09
"SCEA HOUSSEL PERE ET FILS","LEURY",2880,110097.71,0,0,0,110097.71
"SCEA LA CLE DES CHAMPS","MELIGNY LE PETIT",55190,110529.27,0,0,0,110529.27
"SCEA LA MAUGERIE","MOREE",41160,103151.82,0,6473.6,0,109625.42
"SCEA LA MONTAGNE SAINT MARD","SAINT MARD",2220,109918.74,0,0,0,109918.74
"SCEA LAMY","CHAUVIGNY",86300,110512.48,0,0,0,110512.48
"SCEA L'AUDIGUIER","PEYNIER",13790,95974.63,13305.09,0,0,109279.72
"SCEA LE MONT HUSSARD","COURCELLES SUR VESLES",2220,109929.1,0,0,0,109929.1
"SCEA LECUYER","FERTE CHEVRESIS",2270,110040.43,0,0,0,110040.43
"SCEA LES DOILES","THILOUZE",37260,111338.87,0,0,0,111338.87
"SCEA LES GRANDES CHAPELLES","BRION",36110,102690.58,0,7600,0,110290.58
"SCEA LES MURGERS","JOUX LA VILLE",89440,109259.03,0,0,0,109259.03
"SCEA MAUBAN","CRISENOY",77390,108673.56,0,0,0,108673.56
"SCEA MOTTE JULIEN","BLANDY",77115,98709.82,0,12035.64,0,110745.46
"SCEA PAREZ-DOBBELS","EPEHY",80740,110973.74,0,0,0,110973.74
"SCEA PLAINE D'ORVILLIERS","BROUE",28410,110165.92,0,0,0,110165.92
"SCEA RAYER","ECOUIS",27440,109057.59,0,0,0,109057.59
"SCEA REGIS SERRES","VILLASAVARY",11150,109881.71,0,0,0,109881.71
"SCEA SAINT-NICOLAS","JUMEL",80250,109122.22,0,0,0,109122.22
"SCEA TELLIER VILLET","PROUVAIS",2190,109453.3,0,0,0,109453.3
"SCEA VAUDELIN","VIGNOLES",21200,108749.35,0,0,0,108749.35
"STE JACQUES ET ANDRE BOISSEAU","BOUQUEVAL",95720,109907.83,0,0,0,109907.83
"SUD OUESAINT BIO","SAINT SYLVESTRE SUR LOT",47140,0,109090.91,0,0,109090.91
"SYND INTERC ETUDES ET PROG REGION URBAINE REIMS","SILLERY",51500,0,0,111493.3,0,111493.3
"THEATRE DE BOURG EN BRESSE","BOURG EN BRESSE CEDEX",1004,0,0,109090.91,0,109090.91
"ASSOC AMESUD","ROSIERES",7260,0,0,106434.7,0,106434.7
"CAVE COOPERATIVE LES COTES D'OLT","PARNAC",46140,0,67276.35,40000,0,107276.35
"COMMUNE DE BOURG LE ROI","BOURG LE ROI",72610,0,0,106300.97,0,106300.97
"COMMUNE DE GENCAY","GENCAY",86160,0,0,108083.88,0,108083.88
"COMMUNE DE TREIGNY","TREIGNY",89520,0,0,108128,0,108128
"COMMUNE DE VIGNEULLES LES HATTONCHATEL","VIGNEULLES LES HATTONCHATE",55210,0,0,108430.78,0,108430.78
"CONSEIL GENERAL DE LA VIENNE","POITIERS CEDEX",86008,0,0,108215.62,0,108215.62
"EARL AGRICOM","ORMOY LA RIVIERE",91150,107625.81,0,0,0,107625.81
"EARL BAR BLONDELLE","BARENTON BUGNY",2000,107270.47,0,0,0,107270.47
"EARL BOUIN","SANDILLON",45640,99014.64,0,7454.4,0,106469.04
"EARL CABE","VILLENEUVE DE MARSAN",40190,102388.84,0,3913.23,0,106302.07
"EARL DE BEAUREGARD","CREVECOEUR EN BRIE",77610,100795.34,0,5554.8,0,106350.14
"EARL DE CHEZ ROLLET","CELLEFROUIN",16260,107162.51,0,0,0,107162.51
"EARL DE DONCOURT","PARNOY EN BASSIGNY",52400,88123.47,0,19513.08,0,107636.55
"EARL DE FAY","NERY",60320,108452.69,0,0,0,108452.69
"EARL DE FERVAQUES","FONSOMMES",2110,106953.18,0,0,0,106953.18
"EARL DE JUCHY","LIZINES",77650,106340.34,0,0,0,106340.34
"EARL DE L ALLEE DES TILLEULS","MOUSSAC",86150,104336.03,0,3001.24,0,107337.27
"EARL DE LA CHARTREUSE","HAUTS DE CHEE",55000,100866.1,0,7544.64,0,108410.74
"EARL DE LA FERME DE CHAMPIGNY","CRISENOY",77390,107880.86,0,0,0,107880.86
"EARL DE LA FERME DE TOULIS","FROIDMONT COHARTILLE",2270,107343.23,0,0,0,107343.23
"EARL DE LA FERME DU HAUT CHARMOY","BOUCHY SAINT GENEST",51310,107486.05,0,0,0,107486.05
"EARL DE LA FERME NEUVE","ARCY SAINT RESTITUE",2130,99285.8,0,7158.97,0,106444.77
"EARL DE LA GRANGE AUX CHAMPS","LIGNY EN BARROIS",55500,99247.22,0,7600,0,106847.22
"EARL DE LA MAGNOTTE","MADAILLAN",47360,92729.04,0,13700.7,0,106429.74
"EARL DE LA MAISON DES CHAMPS","SAINT LEGER VAUBAN",89630,59923.37,0,46674.71,0,106598.08
"EARL DE LA MOTTE","BAZOCHES EN DUNOIS",28140,107373.34,0,0,0,107373.34
"EARL DE LA PRINTANIERE","GESNES EN ARGONNE",55110,107627.36,0,652.06,0,108279.42
"EARL DE LA RIPPE","MERRY SUR YONNE",89660,107793.01,0,0,0,107793.01
"EARL DE L'EGLISE","PASSY EN VALOIS",2470,106160.51,0,0,0,106160.51
"EARL DE LONGEVILLE","CHARMEL",2850,106424.18,0,0,0,106424.18
"EARL DE LOUMAS","BLET",18350,98998.25,0,7600,0,106598.25
"EARL DE NANZEVILLE","MARTINCOURT",54380,100686.86,0,7569.28,0,108256.14
"EARL DE REBETZ","CHAUMONT EN VEXIN",60240,108359.76,0,0,0,108359.76
"EARL DE VILLETAIN","LANNERAY",28200,107149.38,0,0,0,107149.38
"EARL DECROOCQ","LOON PLAGE",59279,106223.6,0,0,0,106223.6
"EARL DELAPORTE","FONTAINE NOTRE DAME",2110,100710.92,0,6774.6,0,107485.52
"EARL DES AUBIERES","PERSAC",86320,104349.32,0,3718.48,0,108067.8
"EARL DES CARRELOTS","CAUDECOSTE",47220,107228.38,0,0,0,107228.38
"EARL DES CHARRONS","SAINT AUBIN",10400,106840.79,0,0,0,106840.79
"EARL DES COURLIS","BOUSSES",47420,106192.14,0,0,1270.82,107462.96
"EARL DES GENEVRAIES","ORAIN",21610,101386.54,0,5061.12,0,106447.66
"EARL DES MOUTONS BLANCS","CHIRMONT",80250,107787.03,0,0,0,107787.03
"EARL DES PETITES CROIX","SAINT LACTENCIN",36500,91045.15,0,17213.04,0,108258.19
"EARL DES SEPT ARPENTS","MONTJAVOULT",60240,88131.26,0,20307.32,0,108438.58
"EARL DES SERVOLETS","LUSIGNAN",86600,100227.74,0,8007.43,0,108235.17
"EARL DOMAINE COMTE ABBATUCCI","CASALABRIVA",20140,12099.56,0,95705.78,0,107805.34
"EARL DU BAS LIEU","TROUSSEY",55190,98200.38,0,8467.54,0,106667.92
"EARL DU BOIS JOLY","DOMREMY LANDEVILLE",52270,99731.15,0,7574.08,0,107305.23
"EARL DU CHEMIN ROUGE","MESNIL SAINT LOUP",10190,106586.45,0,433.33,0,107019.78
"EARL DU COURLEMOINE","TRAVECY",2800,107264.9,0,0,0,107264.9
"EARL DU DOUC DE LA SERRE","BOURIDEYS",33113,106770.51,0,0,0,106770.51
"EARL DU GRAND JARRIEN","SAINT CAPRAIS",18400,107124.74,0,0,0,107124.74
"EARL DU HAUT CHENE","JOINVILLE",52300,106603.35,0,0,0,106603.35
"EARL DU MONTCET","VILLERS COTTERETS",2600,61507.2,45000,0,0,106507.2
"EARL DU MUID","MONT NOTRE DAME",2220,107272.83,0,0,0,107272.83
"EARL DU PEU DE THAY","VIVONNE",86370,106230.82,0,0,0,106230.82
"EARL DU PLAT BUISSON","FORGES",77130,102756,0,4160,0,106916
"EARL DU TILLEUL","CURLU",80360,107046.93,0,0,0,107046.93
"EARL DU TILVOT","CHAPELLE SUR CHEZY",2570,87927.06,0,19524.27,0,107451.33
"EARL DU TUMULUS","POIX",51460,106251.42,0,0,0,106251.42
"EARL DUMAIRE","VERTAULT",21330,100772.75,0,7588.8,0,108361.55
"EARL DURAND","SAINT AUBIN DES BOIS",28300,107878.48,0,0,0,107878.48
"EARL DURET","ETUSSON",79150,96825.31,0,10067.4,0,106892.71
"EARL ECOFERME DU GENNETAY","AUVERSE",49490,97036.83,0,9133.06,0,106169.89
"EARL FAILLON-ROUSSEAU","TANNAY",8390,108128.63,0,0,0,108128.63
"EARL FAMILLE FEZAS","LARROQUE SUR L OSSE",32100,11330.44,94008.49,2731.5,0,108070.43
"EARL FEBVRET","VERONNES",21260,103255.35,0,5191.31,0,108446.66
"EARL FERME LAURENT","CHARNY",77410,106462.17,0,0,0,106462.17
"EARL FREYERMUTH MICHEL","SAINT JEAN SUR MOIVRE",51240,106557.77,0,0,0,106557.77
"EARL GAUMONT-ROBERT","SOMMESOUS",51320,106113.05,0,0,0,106113.05
"EARL GIRAUD D'EYMINY","ARLES",13200,106423.11,0,0,0,106423.11
"EARL GREHAN","BETHANCOURT EN VALOIS",60129,106317.34,0,0,0,106317.34
"EARL GROSSE","VARENNES CHANGY",45290,106744.19,0,0,0,106744.19
"EARL HAMERET","AIZY JOUY",2370,108427.92,0,0,0,108427.92
"EARL HAUTECLOCQUE","RIBAGNAC",24240,106570.82,0,0,1206.96,107777.78
"EARL JEAN","GOUPILLIERES",78770,107044.44,0,0,0,107044.44
"EARL JEAN MICHEL GUIBAL","SAINT CHAPTES",30190,101667.65,0,6198,0,107865.65
"EARL LA CENSE","GRANDVILLIERS",60210,107112.06,0,0,0,107112.06
"EARL LA RAPHELE","VERDIERE",83560,85606.44,0,21557.36,0,107163.8
"EARL LA SOMME D'OR","LATAULE",60490,106949.89,0,0,0,106949.89
"EARL LA TERRIERE","AGUILCOURT",2190,106042.01,0,0,0,106042.01
"EARL LACOUR","SAINT GEORGES SUR CHER",41400,3614.8,104512.99,0,0,108127.79
"EARL LE BATAILLE","SAINT GEORGES DE LONGUEPIERRE",17470,108015.86,0,0,0,108015.86
"EARL LE ROUX DE PINCON","LONGUEVAL BARBONVAL",2160,108197.29,0,0,0,108197.29
"EARL LE RU","MERU",60110,108402.09,0,0,0,108402.09
"EARL LEDE","SAINT POL SUR TERNOISE",62130,107788.8,0,0,0,107788.8
"EARL LEGER","LUCENAY LES AIX",58380,98589.74,0,9086.56,440.64,108116.94
"EARL LES CARRIERES","BONNY SUR LOIRE",45420,107036.19,0,0,0,107036.19
"EARL LES REMPARTS","SONS ET RONCHERES",2270,107454.77,0,0,0,107454.77
"EARL LEVENT-VALECOURT","CHEVRESIS MONCEAU",2270,106320.46,0,0,0,106320.46
"EARL LEVEQUE","SAINT PIERRE LES FRANQUEVILLE",2140,87799.96,0,18857.01,0,106656.97
"EARL LVF","SAINT PIERRE AIGLE",2600,107505.24,0,0,0,107505.24
"EARL MESSEAN","NEUVILLE CHANT D OISEL",76520,107379.14,0,0,0,107379.14
"EARL MONVOISIN","BOISLEUX AU MONT",62175,107053.07,0,0,0,107053.07
"EARL MOREAU","SAINT URBAIN",85230,63216.29,0,42975.86,0,106192.15
"EARL MYLLE VAN COILLIE","LACHAPELLE SOUS GERBEROY",60380,93627.52,0,12406.47,0,106033.99
"EARL POSTOLLE","LORMAISON",60110,107761.7,0,0,0,107761.7
"EARL PRESLE","MAYET DE MONTAGNE",3250,101655.06,0,5950,0,107605.06
"EARL ROY","FLAGY",71250,66499.04,0,41808.77,0,108307.81
"EARL SAINT CHRISTOPHE","VOELFLING LES BOUZONVILLE",57320,99928.27,0,7595.52,0,107523.79
"EARL SALMON-LEPAGE","AILLY SUR NOYE",80250,108078.99,0,0,0,108078.99
"EARL SARIMBOIS","JALLAUCOURT",57590,98384.26,0,9877.38,0,108261.64
"EARL SONNOIS MICKAEL ET ROGER","CHAUME LES BAIGNEUX",21450,74578.72,0,32237.81,83.66,106900.19
"EARL STE LENOIR","NAMPCEL",60400,106023.56,0,0,0,106023.56
"EARL TASQUIN","VANAULT LE CHATEL",51330,106541.8,0,0,0,106541.8
"EARL THIROUIN","AUTHON LA PLAINE",91410,108109.63,0,0,0,108109.63
"EARL TRAMESON","CHARLY",18350,108449.21,0,0,0,108449.21
"EARL VILLAIX","VILLEMOIRON EN OTHE",10160,106825.54,0,550,0,107375.54
"EARL WAFFELAERT-CNUDDE","BRUNVILLERS LA MOTTE",60130,102340.43,0,5229.65,0,107570.08
"FERME MOREL","SAINT CYR SUR MENTHON",1380,107907.28,0,0,0,107907.28
"GAEC BAUDOUIN","BECELEUF",79160,82702.68,0,20988.63,4337.1,108028.41
"GAEC BAZIN FILS","SAINT AUBIN RIVIERE",80430,103682,2626.62,0,0,106308.62
"GAEC BETTENS","COLLERET",59680,81830.58,0,25518.03,0,107348.61
"GAEC BINDIT","ECHENANS SOUS MONT VAUDOIS",70400,107261.94,0,0,852.28,108114.22
"GAEC BIRAUD-PAILLAT","MAUZE SUR LE MIGNON",79210,101237.11,0,6343.04,0,107580.15
"GAEC BIZI NAHI","OREGUE",64120,30055.15,0,76325.99,0,106381.14
"GAEC BOIRAL","SAINT ENIMIE",48210,47239,0,59837.65,0,107076.65
"GAEC BOSSELER","BALIGNICOURT",10330,106814.3,0,0,0,106814.3
"GAEC BOURCIER","SAINT AUBIN LE MONIAL",3160,90704.92,0,16548.48,0,107253.4
"GAEC BRIDOUX DUEZ","EQUENNES ERAMECOURT",80290,106776.61,0,0,0,106776.61
"GAEC CATTIN PRITZY","CHAPELLE D HUIN",25270,56908.73,0,49582.74,0,106491.47
"GAEC CHANSON","CHARMES",21310,107769.02,0,0,0,107769.02
"GAEC CHANTAL","MAURIAC",15200,74490.58,0,33009.09,0,107499.67
"GAEC CHAPON","MOULHARD",28160,106286.5,0,0,0,106286.5
"GAEC CHARBEPI","CHANTONNAY",85110,101753.9,0,6564.48,0,108318.38
"GAEC CHEZ PRE","SAINT HILAIRE LA TREILLE",87190,88021.48,0,19235.45,904.46,108161.39
"GAEC COLSON-ESTIVALET","FRENOIS",21120,101764.76,0,5779.52,0,107544.28
"GAEC COMBIEZ FRERES","GIVRAINES",45300,99621.3,0,7214.72,0,106836.02
"GAEC COMTE - NOE","SAINT MARTIN DE SALENCEY",71220,32572.57,0,74421.04,0,106993.61
"GAEC CORVEE DE LA TOUR","AUXANT",21360,87963.27,0,19360.26,0,107323.53
"GAEC COURDEROT","MALANGE",39700,76498.27,0,30398,368.66,107264.93
"GAEC CYR","DISSAY",86130,106270.05,0,0,0,106270.05
"GAEC D'ALBOEUF","BOU",45430,84824.92,0,23337,0,108161.92
"GAEC DAMBRICOURT","WATTEN",59143,55606.58,0,52500,0,108106.58
"GAEC DE BASSIGNY","BARBAS",54450,104529.96,0,0,2079.56,106609.52
"GAEC DE BAUGY","ISSY L EVEQUE",71760,80367.29,0,25765.46,1452.14,107584.89
"GAEC DE BIZY","PARIGNY LES VAUX",58320,80114.3,0,27156.35,0,107270.65
"GAEC DE CONCHES","SAINT PROJET DE SALERS",15140,49552.41,0,52708.78,4161.5,106422.69
"GAEC DE CUZUEL","MONTPEYROUX",12210,79118.82,0,28980.61,0,108099.43
"GAEC DE FABREGES","CHIRAC",48100,28495.32,0,78672.36,0,107167.68
"GAEC DE JULIA","SAINT JEAN DELNOUS",12170,87970.69,0,19300.52,0,107271.21
"GAEC DE KERDEUNE","TINTENIAC",35190,89927.2,0,17320,0,107247.2
"GAEC DE LA AHT","BETTANGE",57220,104288.63,0,0,4115.02,108403.65
"GAEC DE LA BUTTE","SAULX LE DUC",21120,92664.65,0,13663.77,0,106328.42
"GAEC DE LA CAYENNE","BAZANCOURT",60380,107706.69,0,0,0,107706.69
"GAEC DE LA CHAPELLE","VILLECLOYE",55600,108118.48,0,0,0,108118.48
"GAEC DE LA CHERIE","MOULISMES",86500,101916.07,0,5916.14,0,107832.21
"GAEC DE LA COMBE DE ROSIERE","BUELLAS",1310,106383.26,0,0,0,106383.26
"GAEC DE LA COUR LORIOT","CRICQUEVILLE EN AUGE",14430,93501.98,0,14964.35,0,108466.33
"GAEC DE LA CROISIERE","BOUCE",61570,99364.58,0,7811.2,0,107175.78
"GAEC DE LA FUTAIE","VERNON",86340,102237.06,0,4792.35,0,107029.41
"GAEC DE LA GARDE","VILLENOUVELLE",31290,106333.26,0,0,0,106333.26
"GAEC DE LA GUITTIERE","SAINT DENIS D ORQUES",72350,105944.89,0,0,1096.02,107040.91
"GAEC DE LA MER","SAINT VINCENT SUR JARD",85520,105568.48,0,2835.43,0,108403.91
"GAEC DE LA MIJOIE","PEYRELEVADE",19290,64424.97,0,40941.8,1976.28,107343.05
"GAEC DE LA MORTAGNE","MAGNIERES",54129,78980.15,0,29098.3,0,108078.45
"GAEC DE LA PAULE","RANTECHAUX",25580,70392.75,0,34200.73,1860.92,106454.4
"GAEC DE LA PLAINE","PAYROUX",86350,90311.02,0,16332,0,106643.02
"GAEC DE LA PLANCHE","FORS",79230,93979.18,0,13578.16,0,107557.34
"GAEC DE LA SERGENT","CHAUMONT LA VILLE",52150,71954.51,0,32453.8,2093.2,106501.51
"GAEC DE LA SOURCE","PAZY",58800,89061.44,0,18309.76,0,107371.2
"GAEC DE LA TUILERIE","FINS",25500,29012.45,0,78463.8,0,107476.25
"GAEC DE LA VALETTE","SAINT DIDIER D AUSSIAT",1340,95563.74,0,11363.52,0,106927.26
"GAEC DE LA VALLEE FLEURIE","PREMIERFAIT",10170,107605.68,0,0,0,107605.68
"GAEC DE LA VAUX BARRAT","NANTOIS",55500,100985.05,0,5827.52,0,106812.57
"GAEC DE LA VERRERIE","CROIXDALLE",76660,107161.33,0,0,907.3,108068.63
"GAEC DE LA VIALE","SAINT PIERRE DES TRIPIERS",48150,36354.64,0,71678.34,0,108032.98
"GAEC DE LA VILLE VOLETTE","YFFINIAC",22120,89552.35,0,18755.63,0,108307.98
"GAEC DE LA VINARDIERE","JOUSSE",86350,88913.47,0,17502.27,548.58,106964.32
"GAEC DE LACRETE","CIREY LES MAREILLES",52700,98610.77,0,9189.75,643.36,108443.88
"GAEC DE L'AUBEPINE","BELRUPT",88260,73957.23,0,29669.59,2697.44,106324.26
"GAEC DE L'AVENIR","VERDONNET",21330,94836.68,0,7599.36,3726.74,106162.78
"GAEC DE L'AVIOT","SAULVAUX",55500,107663.69,0,0,0,107663.69
"GAEC DE L'ERUPTION","SAINT GENES CHAMPANELLE",63122,72349,0,32443.66,2884.24,107676.9
"GAEC DE L'ESPELANT","FRESNE LE PLAN",76520,107959.59,0,0,0,107959.59
"GAEC DE L'ETAT","CHENIERS",23220,96522.96,0,9593.31,364.98,106481.25
"GAEC DE L'OUCHEROTTE","ROUVRES EN PLAINE",21110,101211.85,0,6966.4,0,108178.25
"GAEC DE MAGES","BELMONT SUR RANCE",12370,52800.58,0,54456.32,0,107256.9
"GAEC DE MONTARUX","LUSSAT",23170,89486.32,0,17390.6,0,106876.92
"GAEC DE NAU FONTAINE","HAGNICOURT",8430,106132.88,0,0,0,106132.88
"GAEC DE NEUVELLE","LADOIX SERRIGNY",21550,99460.08,0,7650.96,0,107111.04
"GAEC DE PETRUS","GAURE",31590,101147.81,0,5644.16,0,106791.97
"GAEC DE ROLEURE","MONTIGNY EN MORVAN",58120,82686.98,0,21795.46,2287.66,106770.1
"GAEC DE SAINT BARTHELEMY","MONTIGNY SAINT BARTHELEMY",21390,84195.52,0,20023.52,3675.54,107894.58
"GAEC DE SAINT LUC","AUTREVILLE SUR LA RENNE",52120,100257.21,0,7628.48,0,107885.69
"GAEC DE SANSAS","MONFERRAN SAVES",32490,107572.33,0,0,0,107572.33
"GAEC DE SERVOLLES","ROCHE CHARLES LA MAYRAND",63420,76393.45,0,31484.4,0,107877.85
"GAEC DE SEVERAC","SEVERAC LE CHATEAU",12150,59224.87,0,48523.03,0,107747.9
"GAEC DELORME","LOURNAND",71250,84980.31,0,22461.74,0,107442.05
"GAEC DES ACACIAS","VILLE DEVANT CHAUMONT",55150,102340.25,0,5367.04,0,107707.29
"GAEC DES ALIX","AVIGNONET LAURAGAIS",31290,101159.57,0,7279.68,0,108439.25
"GAEC DES BERGERIES","LENHARREE",51230,107448.75,0,0,0,107448.75
"GAEC DES CLAIRETS","CHAMPSECRET",61700,101014.7,0,5202.24,0,106216.94
"GAEC DES COMMARETS","SIMARD",71330,76902.89,0,29358.67,0,106261.56
"GAEC DES DEUX COURS","HARDANCOURT",88700,101043.65,0,3976.92,1236.82,106257.39
"GAEC DES DEUX RIVES","SAINT POINT LAC",25160,24550,0,82520.16,0,107070.16
"GAEC DES DEUX VALLEES","CULLY",14480,106375.5,0,0,0,106375.5
"GAEC DES FAYENS","DONZEIL",23480,84647.1,0,21516.2,0,106163.3
"GAEC DES FENASSIERS","PLENEE JUGON",22640,66286.13,0,39997.76,0,106283.89
"GAEC DES FRENES","MAGNY CHATELARD",25360,56159.71,0,49815.5,737.7,106712.91
"GAEC DES HAUTS BOIS","ARTHON EN RETZ",44320,93349.57,0,15144.94,0,108494.51
"GAEC DES HERMES","SAUSSENAC",81350,67073,0,36843.73,3251.42,107168.15
"GAEC DES HIRONDELLES","SAINT LOUP D ORDON",89330,101311.34,0,6536.96,0,107848.3
"GAEC DES IRIS","HAREVILLE",88800,88898.36,0,18006.91,1294.18,108199.45
"GAEC DES JONQUILLES","HALLIGNICOURT",52100,95206.97,0,11492.48,0,106699.45
"GAEC DES LOURTIOUX","VILLEFRANCHE D ALLIER",3430,93632.16,0,13852.4,0,107484.56
"GAEC DES MONTS","SAINT LAURENT EN BRIONNAIS",71800,77862.85,0,23963.85,4414.96,106241.66
"GAEC DES NEIGES","VARANGEVILLE",54110,108308.53,0,0,0,108308.53
